compound_0,compound_0_role,compound_0_amount,compound_0_amount_grams,compound_1,compound_1_role,compound_1_amount,compound_1_amount_grams,compound_2,compound_2_role,compound_2_amount,compound_2_amount_grams,compound_3,compound_3_role,compound_3_amount,compound_3_amount_grams,compound_4,compound_4_role,compound_4_amount,compound_4_amount_grams,id,notes,labGroup,dirty,calculating,recalculate,reaction_ptr,user,performedBy,performedDateTime,insertedDateTime,recommendation,legacyRecommendedFlag,valid,public,duplicateOf,legacyID,legacyRef,convertedLegacyRef,reference,labBookPage
Sodium metavanadate,Inorg,1.10556,0.13480,Sodium tellurite,Inorg,1.14543,0.25380,Ethylenediamine,Org,1.93344,0.11620,Water,Solv,360.25534,6.49011,?,?,?,?,28699,,Norquist Oxide Lab,False,False,False,Reaction_28699,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1690,eg89.15,eg89.15,eg89.15,
Sodium tellurite,Inorg,1.23794,0.27430,Sodium metavanadate,Inorg,1.39179,0.16970,Ethylenediamine,Org,2.22795,0.13390,Water,Solv,346.93311,6.25010,?,?,?,?,28700,,Norquist Oxide Lab,False,False,False,Reaction_28700,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1691,eg89.16,eg89.16,eg89.16,
Sodium tellurite,Inorg,1.14588,0.25390,Sodium metavanadate,Inorg,1.28845,0.15710,Diethylenetriamine,Org,1.78154,0.18379,Water,Solv,348.59839,6.28010,?,?,?,?,28701,,Norquist Oxide Lab,False,False,False,Reaction_28701,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1692,eg89.17,eg89.17,eg89.17,
Sodium tellurite,Inorg,1.21493,0.26920,Sodium metavanadate,Inorg,1.45577,0.17750,Diethylenetriamine,Org,1.69431,0.17480,Water,Solv,341.93727,6.16010,?,?,?,?,28702,,Norquist Oxide Lab,False,False,False,Reaction_28702,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1693,eg89.18,eg89.18,eg89.18,
Sodium metavanadate,Inorg,1.09162,0.13310,Sodium tellurite,Inorg,1.33814,0.29650,Diethylenetriamine,Org,1.78639,0.18429,Water,Solv,364.14099,6.56011,?,?,?,?,28703,,Norquist Oxide Lab,False,False,False,Reaction_28703,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1694,eg89.19,eg89.19,eg89.19,
Sodium metavanadate,Inorg,1.16707,0.14230,Sodium tellurite,Inorg,1.31106,0.29050,Diethylenetriamine,Org,2.30689,0.23799,Water,Solv,365.25118,6.58011,?,?,?,?,28704,,Norquist Oxide Lab,False,False,False,Reaction_28704,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1695,eg89.20,eg89.20,eg89.20,
Sodium tellurite,Inorg,1.13144,0.25070,Sodium metavanadate,Inorg,1.17035,0.14270,Diethylenetriamine,Org,2.30689,0.23799,Water,Solv,439.07855,7.91013,?,?,?,?,28705,,Norquist Oxide Lab,False,False,False,Reaction_28705,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1696,eg89.21,eg89.21,eg89.21,
Sodium tellurite,Inorg,1.29616,0.28720,Sodium metavanadate,Inorg,1.36227,0.16610,Diethylenetriamine,Org,1.86296,0.19219,Water,Solv,334.72107,6.03010,?,?,?,?,28706,,Norquist Oxide Lab,False,False,False,Reaction_28706,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1697,eg89.22,eg89.22,eg89.22,
Sodium tellurite,Inorg,1.17927,0.26130,Sodium metavanadate,Inorg,1.61077,0.19640,Diethylenetriamine,Org,1.69237,0.17460,Water,Solv,345.82293,6.23010,?,?,?,?,28707,,Norquist Oxide Lab,False,False,False,Reaction_28707,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1698,eg89.23,eg89.23,eg89.23,
Sodium metavanadate,Inorg,1.19004,0.14510,Sodium tellurite,Inorg,1.29526,0.28700,Diethylenetriamine,Org,1.93275,0.19939,Water,Solv,359.70025,6.48011,?,?,?,?,28708,,Norquist Oxide Lab,False,False,False,Reaction_28708,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1699,eg89.24,eg89.24,eg89.24,
Sodium tellurite,Inorg,1.14182,0.25300,Sodium metavanadate,Inorg,1.29092,0.15740,TMEDA,Org,1.59283,0.18509,Water,Solv,345.82293,6.23010,?,?,?,?,28709,,Norquist Oxide Lab,False,False,False,Reaction_28709,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1700,eg89.25,eg89.25,eg89.25,
Sodium metavanadate,Inorg,1.05881,0.12910,Sodium tellurite,Inorg,1.23072,0.27270,TMEDA,Org,1.58079,0.18370,Water,Solv,358.59006,6.46011,?,?,?,?,28710,,Norquist Oxide Lab,False,False,False,Reaction_28710,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1701,eg89.26,eg89.26,eg89.26,
Sodium tellurite,Inorg,1.20500,0.26700,Sodium metavanadate,Inorg,1.25811,0.15340,TMEDA,Org,1.82087,0.21159,Water,Solv,376.90813,6.79011,?,?,?,?,28711,,Norquist Oxide Lab,False,False,False,Reaction_28711,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1702,eg89.27,eg89.27,eg89.27,
Sodium metavanadate,Inorg,1.05799,0.12900,Sodium tellurite,Inorg,1.06058,0.23500,TMEDA,Org,1.68491,0.19579,Water,Solv,393.56092,7.09012,?,?,?,?,28712,,Norquist Oxide Lab,False,False,False,Reaction_28712,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1703,eg89.28,eg89.28,eg89.28,
Sodium tellurite,Inorg,1.23930,0.27460,Sodium metavanadate,Inorg,1.37539,0.16770,TMEDA,Org,1.63844,0.19039,Water,Solv,341.38218,6.15010,?,?,?,?,28713,,Norquist Oxide Lab,False,False,False,Reaction_28713,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1704,eg89.29,eg89.29,eg89.29,
Sodium tellurite,Inorg,1.15265,0.25540,Sodium metavanadate,Inorg,1.23104,0.15010,TMEDA,Org,1.41987,0.16500,Water,Solv,360.81044,6.50011,?,?,?,?,28714,,Norquist Oxide Lab,False,False,False,Reaction_28714,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1705,eg89.30,eg89.30,eg89.30,
Sodium metavanadate,Inorg,1.18020,0.14390,Sodium tellurite,Inorg,1.31873,0.29220,TMEDA,Org,1.60574,0.18659,Water,Solv,333.61088,6.01010,?,?,?,?,28715,,Norquist Oxide Lab,False,False,False,Reaction_28715,cfalk,,,2016-05-02 20:54:13,,False,True,True,,1706,eg89.31,eg89.31,eg89.31,
Sodium tellurite,Inorg,0.62326,0.13810,2-Methylpiperazine,Org,0.89153,0.08930,Sodium metavanadate,Inorg,1.39261,0.16980,Water,Solv,504.00222,9.07975,?,?,?,?,28795,,Norquist Oxide Lab,False,False,False,Reaction_28795,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1786,mds47.1,mds47.1,mds47.1,
Sodium tellurite,Inorg,0.62055,0.13750,2-Methylpiperazine,Org,0.87855,0.08800,Sodium metavanadate,Inorg,1.31880,0.16080,Water,Solv,499.52817,8.99915,?,?,?,?,28796,The 2-mpip mass reads 0.088? Put a z?,Norquist Oxide Lab,False,False,False,Reaction_28796,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1787,mds47.2,mds47.2,mds47.2,
Sodium tellurite,Inorg,0.61965,0.13730,2-Methylpiperazine,Org,0.81865,0.08200,Sodium metavanadate,Inorg,1.25729,0.15330,Water,Solv,342.12601,6.16350,?,?,?,?,28797,,Norquist Oxide Lab,False,False,False,Reaction_28797,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1788,mds47.3,mds47.3,mds47.3,
Sodium tellurite,Inorg,0.62055,0.13750,2-Methylpiperazine,Org,0.85259,0.08540,Sodium metavanadate,Inorg,1.37457,0.16760,Water,Solv,337.40772,6.07850,?,?,?,?,28798,,Norquist Oxide Lab,False,False,False,Reaction_28798,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1789,mds47.4,mds47.4,mds47.4,
Sodium tellurite,Inorg,0.06210,0.01376,Piperazine,Org,0.90785,0.07820,Sodium metavanadate,Inorg,1.25565,0.15310,Water,Solv,334.24369,6.02150,?,?,?,?,28799,This is the only rxn in the series that uses pip instead of 2mpip,Norquist Oxide Lab,False,False,False,Reaction_28799,mwenny3,,,2016-05-02 20:54:15,,False,True,True,,1790,mds47.5,mds47.5,mds47.5,
Sodium tellurite,Inorg,0.62145,0.13770,2-Methylpiperazine,Org,0.89952,0.09010,Sodium metavanadate,Inorg,1.24499,0.15180,Ethanol,Org,97.71430,4.50154,Water,Solv,251.43492,4.52968,28800,,Norquist Oxide Lab,False,False,False,Reaction_28800,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1791,mds47.6,mds47.6,mds47.6,
Sodium tellurite,Inorg,0.61920,0.13720,2-Methylpiperazine,Org,0.86058,0.08620,Sodium metavanadate,Inorg,1.24171,0.15140,Ethanol,Org,65.17181,3.00236,Water,Solv,336.89703,6.06930,28801,,Norquist Oxide Lab,False,False,False,Reaction_28801,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1792,mds47.7,mds47.7,mds47.7,
Sodium tellurite,Inorg,0.62010,0.13740,2-Methylpiperazine,Org,0.86557,0.08670,Sodium metavanadate,Inorg,1.23515,0.15060,Ethanol,Org,65.11971,2.99996,Water,Solv,174.20483,3.13835,28802,,Norquist Oxide Lab,False,False,False,Reaction_28802,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1793,mds47.8,mds47.8,mds47.8,
Sodium tellurite,Inorg,0.62281,0.13800,Piperazine,Org,0.83006,0.07150,Potassium oxido(dioxo)vanadium,Inorg,1.23807,0.17090,Water,Solv,334.13822,6.01960,?,?,?,?,28803,Placed in autoclaves and a drying oven at 94 degrees C at 5 PM. Moved to,Norquist Oxide Lab,False,False,False,Reaction_28803,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1794,mds49.1,mds49.1,mds49.1,
Sodium tellurite,Inorg,0.62191,0.13780,Potassium oxido(dioxo)vanadium,Inorg,1.23590,0.17060,"1,3-Diaminopropane",Org,1.24246,0.09210,Water,Solv,333.98834,6.01690,?,?,?,?,28804,,Norquist Oxide Lab,False,False,False,Reaction_28804,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1795,mds49.2,mds49.2,mds49.2,
Sodium tellurite,Inorg,0.62236,0.13790,2-Methylpiperazine,Org,0.87955,0.08810,Potassium oxido(dioxo)vanadium,Inorg,1.23155,0.17000,Water,Solv,333.44435,6.00710,?,?,?,?,28805,,Norquist Oxide Lab,False,False,False,Reaction_28805,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1796,mds49.3,mds49.3,mds49.3,
Sodium tellurite,Inorg,0.61875,0.13710,2-Methylpiperazine,Org,0.88654,0.08880,Potassium oxido(dioxo)vanadium,Inorg,1.23880,0.17100,Water,Solv,504.01332,9.07995,?,?,?,?,28806,,Norquist Oxide Lab,False,False,False,Reaction_28806,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1797,mds49.4,mds49.4,mds49.4,
Sodium tellurite,Inorg,0.62461,0.13840,2-Methylpiperazine,Org,0.86258,0.08640,Potassium oxido(dioxo)vanadium,Inorg,1.42933,0.19730,Water,Solv,503.77463,9.07565,?,?,?,?,28807,,Norquist Oxide Lab,False,False,False,Reaction_28807,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1798,mds49.5,mds49.5,mds49.5,
Sodium tellurite,Inorg,0.61920,0.13720,2-Methylpiperazine,Org,0.85758,0.08590,Potassium oxido(dioxo)vanadium,Inorg,1.31124,0.18100,Water,Solv,500.93811,9.02455,?,?,?,?,28808,,Norquist Oxide Lab,False,False,False,Reaction_28808,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1799,mds49.6,mds49.6,mds49.6,
Sodium tellurite,Inorg,0.61784,0.13690,Piperazine,Org,0.81729,0.07040,Ammonium metavanadate,Inorg,1.25152,0.14640,Water,Solv,336.17541,6.05630,?,?,?,?,28809,Slow cool at -24 degrees C/hr. ?? Results say LAQNOH. Presumably a past ,Norquist Oxide Lab,False,False,False,Reaction_28809,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1800,mds50.1,mds50.1,mds50.1,
Sodium tellurite,Inorg,0.62055,0.13750,2-Methylpiperazine,Org,0.95243,0.09540,Ammonium metavanadate,Inorg,1.29597,0.15160,Water,Solv,334.77658,6.03110,?,?,?,?,28811,XRD green powder: ??? Xtals=m210-287,Norquist Oxide Lab,False,False,False,Reaction_28811,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1802,mds50.3,mds50.3,mds50.3,
Sodium tellurite,Inorg,0.62055,0.13750,2-Methylpiperazine,Org,0.87156,0.08730,Ammonium metavanadate,Inorg,1.28999,0.15090,Water,Solv,334.99306,6.03500,?,?,?,?,28812,m210-287,Norquist Oxide Lab,False,False,False,Reaction_28812,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1803,mds50.4,mds50.4,mds50.4,
Sodium tellurite,Inorg,0.62326,0.13810,2-Methylpiperazine,Org,0.90650,0.09080,Ammonium metavanadate,Inorg,1.31905,0.15430,Water,Solv,505.53428,9.10735,?,?,?,?,28813,m210-287,Norquist Oxide Lab,False,False,False,Reaction_28813,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1804,mds50.5,mds50.5,mds50.5,
Sodium tellurite,Inorg,0.62732,0.13900,2-Methylpiperazine,Org,0.88254,0.08840,Ammonium metavanadate,Inorg,1.31905,0.15430,Water,Solv,499.80017,9.00405,?,?,?,?,28814,m210-287,Norquist Oxide Lab,False,False,False,Reaction_28814,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1805,mds50.6,mds50.6,mds50.6,
Sodium tellurite,Inorg,0.54970,0.12180,2-Methylpiperazine,Org,0.78670,0.07880,Sodium metavanadate,Inorg,1.15723,0.14110,Water,Solv,500.63281,9.01905,?,?,?,?,28815,,Norquist Oxide Lab,False,False,False,Reaction_28815,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1806,mds51.1,mds51.1,mds51.1,
Sodium tellurite,Inorg,0.54609,0.12100,2-Methylpiperazine,Org,0.88354,0.08850,Sodium metavanadate,Inorg,1.16215,0.14170,Water,Solv,500.63836,9.01915,?,?,?,?,28816,,Norquist Oxide Lab,False,False,False,Reaction_28816,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1807,mds51.2,mds51.2,mds51.2,
Sodium tellurite,Inorg,0.54834,0.12150,2-Methylpiperazine,Org,0.77672,0.07780,Sodium metavanadate,Inorg,1.21874,0.14860,Water,Solv,499.71690,9.00255,?,?,?,?,28817,,Norquist Oxide Lab,False,False,False,Reaction_28817,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1808,mds51.3,mds51.3,mds51.3,
Sodium tellurite,Inorg,0.54654,0.12110,2-Methylpiperazine,Org,0.81366,0.08150,Sodium metavanadate,Inorg,1.18020,0.14390,Water,Solv,501.43214,9.03345,?,?,?,?,28818,,Norquist Oxide Lab,False,False,False,Reaction_28818,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1809,mds51.4,mds51.4,mds51.4,
Sodium tellurite,Inorg,0.56324,0.12480,2-Methylpiperazine,Org,0.76873,0.07700,Sodium metavanadate,Inorg,1.16871,0.14250,Water,Solv,508.09326,9.15345,?,?,?,?,28819,,Norquist Oxide Lab,False,False,False,Reaction_28819,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1810,mds51.5,mds51.5,mds51.5,
Sodium tellurite,Inorg,0.64989,0.14400,2-Methylpiperazine,Org,0.77372,0.07750,Sodium metavanadate,Inorg,1.15559,0.14090,Water,Solv,500.72162,9.02065,?,?,?,?,28820,,Norquist Oxide Lab,False,False,False,Reaction_28820,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1811,mds51.6,mds51.6,mds51.6,
Sodium tellurite,Inorg,0.54834,0.12150,2-Methylpiperazine,Org,0.77971,0.07810,Sodium metavanadate,Inorg,1.16707,0.14230,Water,Solv,501.49320,9.03455,?,?,?,?,28821,,Norquist Oxide Lab,False,False,False,Reaction_28821,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1812,mds51.7,mds51.7,mds51.7,
Sodium tellurite,Inorg,0.54744,0.12130,Sodium metavanadate,Inorg,1.14903,0.14010,2-Methylpiperazine,Org,94.78261,9.49363,Water,Solv,522.75326,9.41756,?,?,?,?,28822,,Norquist Oxide Lab,False,False,False,Reaction_28822,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1813,mds51.8,mds51.8,mds51.8,
Sodium tellurite,Inorg,0.55150,0.12220,Sodium metavanadate,Inorg,1.17691,0.14350,2-Methylpiperazine,Org,7.78715,0.77998,Water,Solv,502.06495,9.04485,?,?,?,?,28823,,Norquist Oxide Lab,False,False,False,Reaction_28823,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1814,mds51.9,mds51.9,mds51.9,
Sodium tellurite,Inorg,0.54473,0.12070,2-Methylpiperazine,Org,0.77672,0.07780,Sodium metavanadate,Inorg,1.31060,0.15980,Water,Solv,501.16014,9.02855,?,?,?,?,28824,,Norquist Oxide Lab,False,False,False,Reaction_28824,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1815,mds51.10,mds51.10,mds51.10,
Sodium tellurite,Inorg,0.55737,0.12350,(R)-2-methylpiperazine,Org,0.79070,0.07920,Ammonium metavanadate,Inorg,1.20450,0.14090,Water,Solv,515.86456,9.29345,?,?,?,?,28825,"There's no data about the reaction products under each reaction, ",Norquist Oxide Lab,False,False,False,Reaction_28825,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1816,mds53.1,mds53.1,mds53.1,
Sodium tellurite,Inorg,0.55601,0.12320,(R)-2-methylpiperazine,Org,0.75675,0.07580,Ammonium metavanadate,Inorg,1.17714,0.13770,Water,Solv,500.12767,9.00995,?,?,?,?,28826,,Norquist Oxide Lab,False,False,False,Reaction_28826,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1817,mds53.2,mds53.2,mds53.2,
Sodium tellurite,Inorg,0.54518,0.12080,(2S)-2-Methylpiperazine,Org,0.76574,0.07670,Ammonium metavanadate,Inorg,1.17372,0.13730,Water,Solv,500.16098,9.01055,?,?,?,?,28827,,Norquist Oxide Lab,False,False,False,Reaction_28827,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1818,mds53.3,mds53.3,mds53.3,
Sodium tellurite,Inorg,0.54744,0.12130,(2S)-2-Methylpiperazine,Org,0.76673,0.07680,Ammonium metavanadate,Inorg,1.17116,0.13700,Water,Solv,501.18235,9.02895,?,?,?,?,28828,,Norquist Oxide Lab,False,False,False,Reaction_28828,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1819,mds53.4,mds53.4,mds53.4,
Sodium tellurite,Inorg,0.27304,0.06050,2-Methylpiperazine,Org,0.55808,0.05590,Ammonium metavanadate,Inorg,0.58302,0.06820,Water,Solv,500.31640,9.01335,?,?,?,?,28829,,Norquist Oxide Lab,False,False,False,Reaction_28829,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1820,mds53.5,mds53.5,mds53.5,
Sodium tellurite,Inorg,0.36421,0.08070,2-Methylpiperazine,Org,6.08995,0.60998,Ammonium metavanadate,Inorg,7.74505,0.90600,Water,Solv,499.76131,9.00335,?,?,?,?,28830,,Norquist Oxide Lab,False,False,False,Reaction_28830,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1821,mds53.6,mds53.6,mds53.6,
Sodium tellurite,Inorg,0.43912,0.09730,2-Methylpiperazine,Org,0.67189,0.06730,Ammonium metavanadate,Inorg,0.93351,0.10920,Water,Solv,501.08798,9.02725,?,?,?,?,28831,,Norquist Oxide Lab,False,False,False,Reaction_28831,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1822,mds53.7,mds53.7,mds53.7,
Sodium tellurite,Inorg,0.54609,0.12100,2-Methylpiperazine,Org,0.93346,0.09350,Ammonium metavanadate,Inorg,1.16945,0.13680,Water,Solv,502.95865,9.06095,?,?,?,?,28832,,Norquist Oxide Lab,False,False,False,Reaction_28832,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1823,mds53.8,mds53.8,mds53.8,
Sodium tellurite,Inorg,0.54744,0.12130,"1,4-Dimethylpiperazine",Org,0.78114,0.08920,Ammonium metavanadate,Inorg,1.17116,0.13700,Water,Solv,501.99833,9.04365,?,?,?,?,28833,,Norquist Oxide Lab,False,False,False,Reaction_28833,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1824,mds53.9,mds53.9,mds53.9,
Sodium tellurite,Inorg,0.45492,0.10080,"1,4-Dimethylpiperazine",Org,0.60687,0.06930,Ammonium metavanadate,Inorg,0.94120,0.11010,Water,Solv,529.72523,9.54316,?,?,?,?,28834,,Norquist Oxide Lab,False,False,False,Reaction_28834,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1825,mds53.10,mds53.10,mds53.10,
Sodium tellurite,Inorg,0.54518,0.12080,1-Ethylpiperazine,Org,0.75574,0.08630,Ammonium metavanadate,Inorg,1.46609,0.17150,Water,Solv,499.89453,9.00575,?,?,?,?,28849,temperatuer not listed,Norquist Oxide Lab,False,False,False,Reaction_28849,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1840,mds57.1,mds57.1,mds57.1,
Sodium tellurite,Inorg,0.45537,0.10090,1-Ethylpiperazine,Org,0.66730,0.07620,Ammonium metavanadate,Inorg,0.91898,0.10750,Water,Solv,502.36470,9.05025,?,?,?,?,28850,,Norquist Oxide Lab,False,False,False,Reaction_28850,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1841,mds57.2,mds57.2,mds57.2,
Sodium tellurite,Inorg,0.36827,0.08160,1-Ethylpiperazine,Org,0.63052,0.07200,Ammonium metavanadate,Inorg,0.82152,0.09610,Water,Solv,501.89842,9.04185,?,?,?,?,28851,,Norquist Oxide Lab,False,False,False,Reaction_28851,cfalk,,,2016-05-02 20:54:15,,False,True,True,,1842,mds57.3,mds57.3,mds57.3,
Sodium tellurite,Inorg,0.55015,0.12190,Tris(2-aminoethyl)amine,Org,0.76656,0.11210,Ammonium metavanadate,Inorg,1.19424,0.13970,Water,Solv,500.57175,9.01795,?,?,?,?,28852,,Norquist Oxide Lab,False,False,False,Reaction_28852,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1843,mds57.4,mds57.4,mds57.4,
Sodium tellurite,Inorg,0.43551,0.09650,Tris(2-aminoethyl)amine,Org,0.60996,0.08920,Ammonium metavanadate,Inorg,0.92752,0.10850,Water,Solv,502.09270,9.04535,?,?,?,?,28853,,Norquist Oxide Lab,False,False,False,Reaction_28853,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1844,mds57.5,mds57.5,mds57.5,
Sodium tellurite,Inorg,0.37820,0.08380,Tris(2-aminoethyl)amine,Org,0.52927,0.07740,Ammonium metavanadate,Inorg,0.79759,0.09330,Water,Solv,499.91119,9.00605,?,?,?,?,28854,,Norquist Oxide Lab,False,False,False,Reaction_28854,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1845,mds57.6,mds57.6,mds57.6,
"1,4-Bis(3-aminopropyl)piperazine",Org,0.49918,0.10000,Sodium tellurite,Inorg,0.55060,0.12200,Ammonium metavanadate,Inorg,1.20535,0.14100,Water,Solv,500.19983,9.01125,?,?,?,?,28855,,Norquist Oxide Lab,False,False,False,Reaction_28855,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1846,mds57.7,mds57.7,mds57.7,
"1,4-Bis(3-aminopropyl)piperazine",Org,0.41032,0.08220,Sodium tellurite,Inorg,0.45989,0.10190,Ammonium metavanadate,Inorg,0.88393,0.10340,Water,Solv,500.70497,9.02035,?,?,?,?,28856,,Norquist Oxide Lab,False,False,False,Reaction_28856,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1847,mds57.8,mds57.8,mds57.8,
"1,4-Bis(3-aminopropyl)piperazine",Org,0.35891,0.07190,Sodium tellurite,Inorg,0.38000,0.08420,Ammonium metavanadate,Inorg,0.86427,0.10110,Water,Solv,503.66361,9.07365,?,?,?,?,28857,,Norquist Oxide Lab,False,False,False,Reaction_28857,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1848,mds57.9,mds57.9,mds57.9,
Tellurium dioxide,Inorg,0.54387,0.08680,Ethylenediamine,Org,0.86356,0.05190,Ammonium metavanadate,Inorg,1.17031,0.13690,Water,Solv,501.15459,9.02845,?,?,?,?,28858,,Norquist Oxide Lab,False,False,False,Reaction_28858,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1849,mds59.1,mds59.1,mds59.1,
Ammonium metavanadate,Inorg,0.82922,0.09700,Tellurium dioxide,Inorg,0.83397,0.13310,Ethylenediamine,Org,1.03494,0.06220,Water,Solv,500.46073,9.01595,?,?,?,?,28859,,Norquist Oxide Lab,False,False,False,Reaction_28859,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1850,mds59.2,mds59.2,mds59.2,
Ammonium metavanadate,Inorg,0.41290,0.04830,Ethylenediamine,Org,1.01165,0.06080,Tellurium dioxide,Inorg,1.24124,0.19810,Water,Solv,500.43852,9.01555,?,?,?,?,28860,,Norquist Oxide Lab,False,False,False,Reaction_28860,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1851,mds59.3,mds59.3,mds59.3,
Tellurium dioxide,Inorg,0.59274,0.09460,Piperazine,Org,0.81149,0.06990,Ammonium metavanadate,Inorg,1.15748,0.13540,Water,Solv,503.52484,9.07115,?,?,?,?,28861,,Norquist Oxide Lab,False,False,False,Reaction_28861,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1852,mds59.4,mds59.4,mds59.4,
Tellurium dioxide,Inorg,0.86906,0.13870,Piperazine,Org,0.88695,0.07640,Ammonium metavanadate,Inorg,0.88735,0.10380,Water,Solv,503.45268,9.06985,?,?,?,?,28862,,Norquist Oxide Lab,False,False,False,Reaction_28862,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1853,mds59.5,mds59.5,mds59.5,
Ammonium metavanadate,Inorg,0.44538,0.05210,Piperazine,Org,0.85560,0.07370,Tellurium dioxide,Inorg,1.29764,0.20710,Water,Solv,510.11934,9.18995,?,?,?,?,28863,,Norquist Oxide Lab,False,False,False,Reaction_28863,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1854,mds59.6,mds59.6,mds59.6,
Tellurium dioxide,Inorg,0.54512,0.08700,2-Methylpiperazine,Org,0.78770,0.07890,Ammonium metavanadate,Inorg,1.23698,0.14470,Water,Solv,501.19900,9.02925,?,?,?,?,28864,,Norquist Oxide Lab,False,False,False,Reaction_28864,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1855,mds59.7,mds59.7,mds59.7,
Tellurium dioxide,Inorg,0.82958,0.13240,Ammonium metavanadate,Inorg,0.91898,0.10750,2-Methylpiperazine,Org,6.82873,0.68398,Water,Solv,501.12684,9.02795,?,?,?,?,28865,,Norquist Oxide Lab,False,False,False,Reaction_28865,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1856,mds59.8,mds59.8,mds59.8,
Ammonium metavanadate,Inorg,0.41546,0.04860,2-Methylpiperazine,Org,0.86158,0.08630,Tellurium dioxide,Inorg,1.23185,0.19660,Water,Solv,501.15459,9.02845,?,?,?,?,28866,,Norquist Oxide Lab,False,False,False,Reaction_28866,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1857,mds59.9,mds59.9,mds59.9,
Tellurium dioxide,Inorg,0.54637,0.08720,"2,5-Dimethylpiperazine",Org,0.80216,0.09160,Ammonium metavanadate,Inorg,1.16176,0.13590,Water,Solv,501.71524,9.03855,?,?,?,?,28867,,Norquist Oxide Lab,False,False,False,Reaction_28867,cfalk,,,2016-05-02 20:54:16,,False,True,True,,1858,mds59.10,mds59.10,mds59.10,
